"RID","gender","age","education","IPIP100agreeableness20_1","IPIP100agreeableness20_2","IPIP100agreeableness20_3","IPIP100agreeableness20_4","IPIP100agreeableness20_5","IPIP100agreeableness20_6","IPIP100agreeableness20_7","IPIP100agreeableness20_8","IPIP100agreeableness20_9","IPIP100agreeableness20_10","IPIP100agreeableness20_11","IPIP100agreeableness20_12","IPIP100agreeableness20_13","IPIP100agreeableness20_14","IPIP100agreeableness20_15","IPIP100agreeableness20_16","IPIP100agreeableness20_17","IPIP100agreeableness20_18","IPIP100agreeableness20_19","IPIP100agreeableness20_20","IPIP100conscientiousness20_1","IPIP100conscientiousness20_2","IPIP100conscientiousness20_3","IPIP100conscientiousness20_4","IPIP100conscientiousness20_5","IPIP100conscientiousness20_6","IPIP100conscientiousness20_7","IPIP100conscientiousness20_8","IPIP100conscientiousness20_9","IPIP100conscientiousness20_10","IPIP100conscientiousness20_11","IPIP100conscientiousness20_12","IPIP100conscientiousness20_13","IPIP100conscientiousness20_14","IPIP100conscientiousness20_15","IPIP100conscientiousness20_16","IPIP100conscientiousness20_17","IPIP100conscientiousness20_18","IPIP100conscientiousness20_19","IPIP100conscientiousness20_20","IPIP100EmotionalStability20_1","IPIP100EmotionalStability20_2","IPIP100EmotionalStability20_3","IPIP100EmotionalStability20_4","IPIP100EmotionalStability20_5","IPIP100EmotionalStability20_6","IPIP100EmotionalStability20_7","IPIP100EmotionalStability20_8","IPIP100EmotionalStability20_9","IPIP100EmotionalStability20_10","IPIP100EmotionalStability20_11","IPIP100EmotionalStability20_12","IPIP100EmotionalStability20_13","IPIP100EmotionalStability20_14","IPIP100EmotionalStability20_15","IPIP100EmotionalStability20_16","IPIP100EmotionalStability20_17","IPIP100EmotionalStability20_18","IPIP100EmotionalStability20_19","IPIP100EmotionalStability20_20","IPIP100extraversion20_1","IPIP100extraversion20_2","IPIP100extraversion20_3","IPIP100extraversion20_4","IPIP100extraversion20_5","IPIP100extraversion20_6","IPIP100extraversion20_7","IPIP100extraversion20_8","IPIP100extraversion20_9","IPIP100extraversion20_10","IPIP100extraversion20_11","IPIP100extraversion20_12","IPIP100extraversion20_13","IPIP100extraversion20_14","IPIP100extraversion20_15","IPIP100extraversion20_16","IPIP100extraversion20_17","IPIP100extraversion20_18","IPIP100extraversion20_19","IPIP100intellect20_1","IPIP100intellect20_2","IPIP100intellect20_3","IPIP100intellect20_4","IPIP100intellect20_5","IPIP100intellect20_6","IPIP100intellect20_7","IPIP100intellect20_8","IPIP100intellect20_9","IPIP100intellect20_10","IPIP100intellect20_11","IPIP100intellect20_12","IPIP100intellect20_13","IPIP100intellect20_14","IPIP100intellect20_15","IPIP100intellect20_16","IPIP100intellect20_17","IPIP100intellect20_18","IPIP100intellect20_19","IPIP100intellect20_20","q_55_1"
1566977888,"female",20,"CurrentInUniv",2.16085242747691,2.03515434192286,6,3.01045154086943,3.68611382856449,6.49204895555386,0.546349478126026,6,2.52331706639301,4.15115012101011,4.35066460350588,4.44689682103293,4.19674518470944,4.84643266186344,4.33706146010744,5.20330105040942,4.79163980922096,2.46136179146658,5.57366002883795,5,3.90566357068119,5,3.43975366081035,2.74184972804198,2.19767993996953,5.30353473128438,1.70896230311718,2.97222106605603,2.28705273439589,0.962656299013675,3.10233326806477,6,4.9015184434844,2,3.73879998409415,3.82480652338636,5.3511036785102,4.099326035158,2.53569851360201,1.64211051077688,1.10959581806204,4.78498687427764,4.91254616894071,3.79743310433856,1.73693746846771,4.12541997657194,1.64874132544729,6,1.15424086804294,5.04379219469136,2.89890434352469,2.17949167150148,2.84834315429437,-0.253248098076577,2.4692155809866,4.6091433308487,3.83992339738295,2,4,4.13394590695084,-1.17492140247538,6.00666349783921,6.74021857060357,1.19712344766514,2.3338033079241,7.50551994476663,-1.03068255328319,6.17359863682979,6.28671335508692,-0.754182354645323,-0.892737605976923,-1.10909313438076,4,5.46280735402765,1,6.98277043188088,5.47829130407326,4.83229290453109,2.30583771264012,6,3.73343831415875,2.86005213897311,2.91929326618271,6,2.97918179071377,6.12196930719777,2.85044765813405,1.00868852382522,4.66214565426984,5.72154838153131,-1.12024881210938,4.48495627947645,5,1.06141764201709,4.50734209515207,1.30590559638635,4.45922759507149,0.472891619716901,2.77744649102948,1
1566988557,"female",21,NA,2.17402305027283,4.46561217669006,5,3,4.6150162459763,4.7313572020126,2.86721605788153,2.49701418218614,5.97131620801073,3.22307695495168,3,1.16080330498521,4,3.94952009196745,4.21168041979638,3.01739539213453,3.515393189794,4.87886362771922,3.75424994729324,4.70784791517386,5.41679787389763,2.52651122878425,4,6.03477186394565,2.84373716759908,2.29561048840352,5,4.14136540054249,4.50606014369962,3.62644574308278,5.9530369449355,3.87304552064917,5.47211470832364,2.08919273720993,6.02550788992521,1.99899105680395,1.04258040389311,4.3851383895051,0.774122563660082,1.99088652620008,3.56733892194446,4.30649110353629,2.08533607563328,3.69728931060313,2,2.24635141956435,3.64253519882918,2.70812991052804,4.32915522264132,3.10964203305616,2,2,3.47227521779512,3.13829241537837,2.82764761902836,3.08376343308513,1.19441572605619,3.07800989032307,2,4.49386353161317,6,3,1.17473053727227,4.72394567108399,3.83734598183731,1,4.52867497506805,2.69457053872221,2.93242286787053,4.76937038952733,3.55314183601366,5.14589363087312,2.43946515250254,2.74372654706893,5.01935012775698,3.94428538212106,4,2.69647156950152,3.83283551505426,3.16006895815357,2.98327452956656,2.59587435871042,3.73840956168444,1.22026985837078,3.04457686750098,2.95713040855052,4.84149570253819,4,4,4.0524956120719,3.01068102147563,1.74754589088499,4.29911509971865,4,4.02436576229283,3.93134321565635,4.71278871054486,4.68457761101903,2.63369190232161,3.73087102669169
1566990965,"female",18,"CurrentInUniv",3.09150678286315,1.56681247153582,5.8210884188576,2.02162844180553,1.72581746172936,5.23125334838683,0.628299531297991,6.30512270536424,3.80740858543376,6.11449652347343,6,1.13533872866745,5.07399074114886,5,5.57799810832541,5.07906464079495,6.94085034900137,5.90214194814619,5.39305754896653,4.95946129827631,5,5.64979565083728,5.32039517981234,5.54360878920081,2.06595351527124,2.17060943527752,6.39277457943196,4.41408002085209,3.70755710313639,3.77845072049781,6.21127925753755,4.17533525156892,6.52656560732979,3.02508569618274,5.6054858692489,1.77130996848107,2.8258400068579,5,2.2255995754067,3.41634536947018,4.16316466949441,3,2.42674243648599,4.28629908229339,4.32062183748038,4,4.32986830864349,4.201414232855,3.28895082541009,4.88669816127976,3.55018941260846,2.37819546783796,4.1370600930413,2.03724544698582,5.10739840759559,1.51214977043187,4.49657792009686,4.50987973999073,4.369287873383,6.01011790932305,5,4.21387357080035,1.9471760739356,5.70991519898707,5.51384359225714,5.29533246918554,2.45596410359874,5.11232249168989,5.97334849442605,4.9375943523265,1.36801370067772,3.05311287859888,3.37745478416068,2.94864885543091,2,5.39770896349443,5.73416120630286,4.22607865954014,1.46801015398197,4.31951782483152,5,2.09574350580942,6,2,6,6.34197964627868,5.6421118267808,1.34153854384404,5.8801130430832,6.31617838069097,1.47291750103723,0.971552358384098,6.32874946412602,4.01473335683467,5.27904502144319,5.66912098771608,2.39946272903137,3.22960855515772,1.64565428441149,5.92493949403131
1567019138,"female",21,"CurrentInUniv",2,2.17554823960865,3.91459933276459,0.637825850742783,1,3.05222945940003,2,6.2804953174458,1.18144427717807,5.1708502005786,4.15373741625423,1.82862039815358,3.51008413222236,4.50134231486172,5,3.76066611115638,5.04424696166079,4.8750800923558,5,2.93630157037919,4.17493668855003,5.54111100510739,4.41160618796894,4.15909402737504,4.06949249302192,4.79690829065327,4.30109476542409,2.23522907565046,4.82909770075077,3.34013788918741,4.21970681394352,4,6.91088765558119,5.13125336457099,3.86681262730699,2.15606205169318,3.92798501270176,4,2.36911537941339,2.39469687454169,6.41470432748847,-1.4128972584094,1.66482643336676,4.17348598669947,3.34504626824616,3.85778773415901,5.50500160426707,4.30977564474828,4.16248867221384,4.45450109693641,5.45847251561247,6.33939171538232,4.12043174646003,3.36917317424114,2.89114287268055,-0.160690805699439,3.37963363794966,2.44374110492045,3.87409011923655,5.96582546342729,3.87115329771676,3.24935354074776,2.41526587465173,1.90146718645677,2.49545965228694,2.83175283847223,-0.257610480283241,3.27471867559416,2.13077296521574,2.69783055725073,2.45609508670549,2.61169832919605,4.98975284948662,4.6813751461167,3.95956671866016,5.53320618128525,4.66238083514332,5,2,3.57727963142397,5.09217382103045,1.76038529074907,2,1.59318956877411,5.94276736802082,3.67245205104413,4.64005045756346,2.65238354847458,4.89159597629115,4.61174888876976,3.13081703607009,1.443922427145,3.70780290989437,5,5.27618807946742,5.31813923554036,1.66802881046529,4.48288687330054,0.4597635177559,3
1567028809,"male",21,"CurrentInUniv",1.30804381038681,2.9124708490897,3.56453394501478,3.86743243556246,3.03997391335542,4.52424219187569,3,2.59296852544622,5.09543667254769,3.91254288106666,3,2.24574619016438,4,5.68336174496077,4.86031361138113,4.34788115677234,5.6633335885943,4,3.43517104175824,3.17677810712047,5.02504894987105,4.96589710714,4.77767529345161,5,4.10360681026641,3.10398552305378,4.54797217186851,3.90265599169419,2.54100774183995,2.9461910972265,5,4.98357308086795,5,1.98652317715658,5.13546060082573,2.92380163170486,2.8746044335767,4.29773639158367,2.57078534167253,4.63103854743739,3.23434467164807,1.69930618838184,2.49424157782998,3.48732329425753,2.13684088010705,4.41563642931644,3.20170317887327,4.49687310298972,2.91935630076989,4,3.18795695326295,3.29292451832819,3,3.6095355769572,4.11845927530193,2.79283838553371,2.96494364096554,3.08605120045525,3,5,2.90390604708213,3.38399796003036,3.96868557985623,3,3.17241931891222,4.59507221306052,1.47340004803555,3.83188912593415,3.29463550709967,3.43383549006034,2.61286197629961,2.16690224723296,4.3408918345979,4.64360013098743,3.27637549377123,4.83798246599944,4.53547240825065,4.58231985331233,2.04439753221695,4.59994761019772,4.65819781898309,1.73496853347315,5,2.50416665902041,5,4.19246403704395,4.4205001545031,3.32150939154343,4.35075158828614,4.52675089107875,2.36695497277181,3,4.93583676354857,3.10586085089434,4.02354904160725,5.41760235124734,1.50680250017108,4.88734467307389,2.66073536128244,4.54628205229069
1567029170,"female",42,"CurrentInUniv",4,-3.29322213787695,5,5,2,6.2003001482452,1,4,-0.552572797052844,5,5.75615737147507,3,0.22007063318815,-4.76809943142397,-1.17368637342149,4.01721790234762,-3.37568127122159,4,5,2.24738465209486,5,0.941048822795707,10.3785462704596,10.1815696279244,-5.93825034296103,-5.15327414797134,2,4,3.25222397366474,5,5,-8.85761831713619,-9.33836507246141,4,-6.04393757959913,4,5,5,4,10.6616498691379,4,3,4,6,13.9549631633263,-1.11924846689957,14.0986559477699,11.8741979306095,5.38328812726193,4,4,5.05851624708972,3.36675828043294,-0.475234899935977,5.14486599345529,4,5,4,8.3503346423863,5,4,3.90099655124139,2,16.2616927714839,3,5,14.1953955341374,-1.95076977358952,5,7.49683097104736,4,3,5.65784711811544,4.34612403586536,5,5,5.08031068349842,4,14.823166523303,3.57951235428912,5.77960973918638,3,5,0.477310485607132,3.46643745695556,-0.958174611697027,3.96214007385836,1,5,6,1,3,5,6.38405539958886,-2.79017720557896,11.8544130936767,3,3,5.05564451134459,7.30656106462349
1567035616,"female",17,NA,3.59837485490786,0.740135818634289,5.32736792979597,2.49157387768519,2.54934231269407,4.3209833516749,2,5.88946299428412,4.14553891503428,5.5863419780839,5.86191209425525,2,4.79087679929092,4.8649017500252,5,5,6.14391348450173,4.74847321618252,5.43425813321241,3.74616414966915,5.10035086107018,4.13394479313136,4.34178747537421,4.70170995985723,4.53731625825382,3.09134138913244,6.05588931013624,4.67960790812051,1,1.70946997186524,5.90574027631948,4.76197631787316,6,2.09078907963458,3.62472745791382,3.39674317523778,3.2737437827862,5.45215763400863,2.64428892124364,4.0865495041459,2.28235825530869,4.01737013120671,5.42999369949758,3.89468712228473,3.06554696455438,3.33484718105003,4.01989226176459,3.34801827511408,1.37156424797102,5.59756032291431,2.97558015204424,2.76090976345403,4,2.46135606272708,3.52573497065544,3.33684967697884,5,1.686515941854,4.04556692086387,5.71927953244299,3.83225704842868,3.15182619830176,2.73819420066082,4.23225477061601,4.40602507782102,3.96420862301776,3.12761573258164,3.40636921169638,4,3.64335205766035,1,2.48235835831706,2.98391499300616,3.44859180414332,3.68202713107272,5.04287645596754,3.69865464539815,5.01741319421506,3,5.11486785241781,3.20698414844352,0.0742540093683117,4.82588900237832,2.09014533832336,3.89663519571916,5,3.55301388183885,1.05837950118963,5.18959455324439,5.61527230961168,0.214557238253172,1.99861972577612,5.74571179388494,4.77183414945074,5,6.88415522658722,2.86532746662594,3.58873008646797,3.46077393531951,5.39436141065454
1567058001,"female",21,"CurrentInUniv",3,2.2778952870896,8.29026150122557,1,1.95281018730665,6,1,5,5.6782458971885,6.0772683755243,7.04489567992292,-0.24002751750414,6,5.03999624910208,5.57922023815101,4.75598452864834,6,5.51628467788714,7.27188954430295,6.06186253758442,3.40203252243746,4.69339775802332,5.18608422074376,4.50701999952891,1.01110181747867,3.24319774208648,4.43692237589083,2.47895012142452,6,6,5.93996951153924,2.72171085374102,5.77987400210877,1,6.01088408671542,0.259684249658333,3.51724575733212,4.87508884621103,1.61721235650042,0.619369864330882,3.39178728475768,4.19467039646208,3.6513816111074,2.24077931720813,2.8890644829423,2.51653226313843,0.856517014612105,3.62945748034616,1,3.6422747492415,2.63499632088525,1,3.0715307993367,0.267037341067402,2.03515502339247,2.6997070260245,2.22592064855978,5.44373345586957,2.58462932562195,3.34047874012994,4.64133971718551,5.00653307057217,1.46162082749896,4.19539508050261,4.50709612685768,3.67829044716819,3.18993201512029,6,6,1.45928600950795,0.561979336974468,2.81258563065147,2,4,2.78456170700742,6.9077665954391,6,2.95284500568279,1.39230493655661,3.81351422884776,4.31256337955669,2.6590586666895,4.71975074706058,2.27109546227186,2.52448186426566,6.37018634719294,5.60582226706838,1.79207347999238,6,7.41830309177555,1.49534914780468,0.977073956614627,6,3.69781329268665,5.19784887949416,3.10078801623109,3.42509888982176,2.34897690024498,1,3.18302546844274
1567115804,"female",18,"CurrentInUniv",0.281778135007391,1.91866080133626,5.96627567016003,3.39270883466548,3.16478591340335,6.1968952252917,1.52520916158318,4.89936831769214,7.00117094902817,4.11093719037195,5.54873837031535,0.768936544435274,5,5.26961037895834,6.23047458729618,5.62960940710864,5.88537473105301,5.50384750474536,5.8300437258088,5.13241467112403,4.83309980957928,4.29242787759553,5.74669462397699,5.54828927967359,2.80977221054445,2.68510940508199,6,4.14955837196671,2.8037086145682,2.91174475283513,5.83455272970148,4.51309576017201,4.3375842578832,2.01625868593475,4,1.57656466741122,1.66951530168058,5,2.31653368324573,1.74050110171528,2.98746410637403,2.72537077772931,4.35376083310925,2.47372117851729,1.04064007575158,3.81206497228158,2.45724204398068,2.6977037300736,1.42695680981775,3.67693044767364,2.07099576186699,2.04469387591789,2.41542641483614,2.25474075261696,1.54298375714481,3.88544001326807,3.900520868561,4.58758365621497,1.44618163333097,2.13266915148235,4.25742763782954,5.02444488244446,4.09230225476258,2,2.99870775743801,4.18168240417172,1.74289226828613,5.18588517863822,5.40802478500039,1.98767145779405,2.32420877850629,3.99182356173507,5,6.57769523229619,2.7223051076753,6.15651731552398,5.17163673106012,6.74382499626861,3.09251400442289,4.59403498284475,3.7844827015948,4.03005887944805,2.55277714348213,2.93906563383598,1.8767422129962,3.23948084576129,4.03889685397273,2.53902611100304,3.44161378306768,4.71147700344364,2.70328444816895,4.95690763056768,5.09567905886933,2.7485489620176,4.10445552245758,2.99665984707043,4.36982972050834,2.1448865849389,4.52174361533058,2.66446653832677
1567124952,"male",20,"CurrentInUniv",4.43884087616775,-0.154949540687741,6.89739947183592,1.8383405260216,1.06975696207551,6.06054002723995,1,7.17101772969098,3.81131432824578,4,5.65616257175575,1.38728285117757,6.34857482418233,5.33884090622767,5.26196484557345,5.70416194307688,4.06069300453585,6.64045723033114,5.64667915690318,4.08312293944964,4.10778930697646,5.429078397724,3.69557931948191,4.30487908763902,1.46080178804464,3.78816842835052,3.55022090786894,2.92855348386693,4.11140284392386,4.04271380951135,4.23432569931938,2.50173037902952,3.10245927811553,3.4384594799636,1.97655424162187,2.00216157783322,4.53517985749842,3.58048986669662,1.11349290931529,2.21297365813906,3.54878412282475,2.81309988170459,2.77643771961178,2.69465973019703,5.19373507777981,1.2894380266594,5,3.11231910878594,4.44408523607969,4.19190925257432,5.12303583615176,3.71852364967355,3,2.79141238955013,2.10269150535238,4.65396527434467,3,1.23820512551992,3.45778192472897,5.40958300868233,2.95692931622379,4.88607329949406,3.93711409356419,3.49084314244418,4.30794209190472,2.18956545030114,1,4.30172473432021,5.26119768517422,2.38851505912775,1.76055955528117,1.80744543074057,4.78778686746052,3.2796515086525,1.46411870249732,6.53904350741103,5.26665466038466,2.61776284104042,2,5.30013328171938,4.03886656092289,2.35877543583662,4.89203580875648,2.18406065585666,4.33243428217448,6.47379896957506,3.69936495433208,0.16774868837785,4,5.64456967374882,1.23310045381207,1.95466302467818,4.98116914238248,3.67545313358188,3,4.92335620860303,2.94302069791169,2.62175238096859,0.447888556068014,1.80392445777094
